# Constructed from biom file
#OTU ID	R001_14d	R001_30d	R001_7d	R001_before	R002_14d	R002_30d	R002_7d	R002_before	R003_14d	R003_30d	R003_7d	R003_before	R004_14d	R004_30d	R004_7d	R004_before	R005_14d	R005_30d	R005_7d	R005_before	R006_14d	R006_30d	R006_7d	R006_before	R008_14d	R008_30d	R008_7d	R008_before	R009_14d	R009_30d	R009_7d	R009_before	R010_14d	R010_30d	R010_7d	R010_before	R011_14d	R011_30d	R011_7d	R011_before	R012_14d	R012_30d	R012_7d	R012_before	R013_14d	R013_30d	R013_7d	R013_before	R014_14d	R014_30d	R014_7d	R014_before	R015_14d	R015_30d	R015_7d	R015_before	R016_14d	R016_30d	R016_7d	R016_before	R017_14d	R017_30d	R017_7d	R017_before	R018_14d	R018_30d	R018_7d	R018_before	R019_14d	R019_30d	R019_7d	R019_before	R020_14d	R020_30d	R020_7d	R020_before	R021_14d	R021_30d	R021_7d	R021_before	R022_14d	R022_30d	R022_7d	R022_before	R023_14d	R023_30d	R023_7d	R023_before	R024_14d	R024_30d	R024_7d	R024_before	R025_14d	R025_30d	R025_7d	R025_before	R026_14d	R026_30d	R026_7d	R026_before	R027_14d	R027_30d	R027_7d	R027_before	R028_14d	R028_30d	R028_7d	R028_before	R030_14d	R030_30d	R030_7d	R030_before	R032_14d	R032_30d	R032_7d	R032_before	R033_14d	R033_30d	R033_7d	R033_before	R034_14d	R034_30d	R034_7d	R034_before	R035_14d	R035_30d	R035_7d	R035_before	R036_14d	R036_30d	R036_7d	R036_before	R037_14d	R037_30d	R037_7d	R037_before	R038_14d	R038_30d	R038_7d	R038_before	R041_14d	R041_30d	R041_7d	R041_before	R042_14d	R042_30d	R042_7d	R042_before	R043_14d	R043_30d	R043_7d	R043_before	R044_14d	R044_30d	R044_7d	R044_before	R045_14d	R045_30d	R045_7d	R045_before	R047_14d	R047_30d	R047_7d	R047_before	R048_14d	R048_30d	R048_7d	R048_before	R051_14d	R051_30d	R051_7d	R051_before	R053_14d	R053_30d	R053_7d	R053_before	R054_14d	R054_30d	R054_7d	R054_before	R055_14d	R055_30d	R055_7d	R055_before	R056_14d	R056_30d	R056_7d	R056_before	R057_14d	R057_30d	R057_7d	R057_before	R058_14d	R058_30d	R058_7d	R058_before	R059_14d	R059_30d	R059_7d	R059_before	R062_14d	R062_30d	R062_7d	R062_before	R063_14d	R063_30d	R063_7d	R063_before
d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae	74.0	13.0	49.0	0.0	472.0	562.0	2364.0	0.0	0.0	0.0	0.0	3.0	1895.0	1035.0	1671.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	177.0	0.0	34.0	232.0	46.0	0.0	209.0	0.0	448.0	465.0	57.0	0.0	0.0	270.0	718.0	0.0	52.0	749.0	173.0	278.0	924.0	907.0	1346.0	0.0	0.0	0.0	0.0	0.0	56.0	44.0	54.0	0.0	12.0	209.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	3113.0	298.0	532.0	1175.0	468.0	376.0	634.0	0.0	132.0	18.0	113.0	0.0	154.0	0.0	0.0	0.0	670.0	106.0	53.0	309.0	0.0	413.0	2.0	195.0	336.0	12.0	0.0	0.0	0.0	0.0	38.0	0.0	2103.0	686.0	2659.0	0.0	320.0	31.0	0.0	0.0	30.0	624.0	0.0	0.0	0.0	0.0	0.0	0.0	1104.0	3465.0	1657.0	0.0	387.0	489.0	789.0	0.0	468.0	206.0	633.0	0.0	123.0	215.0	358.0	0.0	27.0	58.0	26.0	0.0	8.0	0.0	67.0	0.0	0.0	125.0	0.0	0.0	365.0	76.0	40.0	0.0	15.0	1580.0	0.0	82.0	268.0	0.0	96.0	0.0	1581.0	3441.0	2799.0	0.0	67.0	156.0	40.0	0.0	21.0	0.0	43.0	0.0	88.0	301.0	0.0	0.0	0.0	1137.0	87.0	0.0	177.0	1208.0	691.0	3.0	0.0	0.0	0.0	0.0	538.0	820.0	103.0	74.0
d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae	2308.0	45.0	143.0	5877.0	19.0	170.0	39.0	7060.0	0.0	0.0	0.0	208.0	0.0	139.0	48.0	17.0	0.0	0.0	0.0	473.0	103.0	330.0	50.0	26.0	0.0	0.0	0.0	56.0	2.0	18.0	0.0	210.0	135.0	15.0	0.0	268.0	666.0	695.0	119.0	345.0	281.0	243.0	129.0	4684.0	17.0	26.0	47.0	157.0	0.0	29.0	0.0	7069.0	65.0	115.0	22.0	0.0	56.0	84.0	628.0	336.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.0	0.0	249.0	134.0	0.0	0.0	0.0	0.0	56.0	188.0	0.0	205.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	758.0	500.0	861.0	77.0	0.0	0.0	0.0	714.0	315.0	0.0	0.0	689.0	29.0	5.0	0.0	96.0	376.0	34.0	0.0	14.0	233.0	50.0	661.0	52.0	0.0	0.0	0.0	2472.0	1260.0	1397.0	933.0	4308.0	0.0	0.0	0.0	0.0	521.0	3104.0	7128.0	2043.0	2418.0	1820.0	76.0	639.0	100.0	444.0	181.0	1767.0	116.0	43.0	11.0	455.0	0.0	0.0	0.0	981.0	0.0	0.0	0.0	96.0	0.0	0.0	2.0	637.0	0.0	0.0	9.0	2976.0	174.0	0.0	106.0	4742.0	3.0	0.0	0.0	0.0	16.0	17.0	129.0	2818.0	0.0	0.0	5.0	2325.0	0.0	55.0	0.0	1071.0	2.0	15.0	0.0	376.0	0.0	0.0	9.0	755.0	1079.0	2991.0	2410.0	975.0	0.0	4.0	10.0	891.0	188.0	178.0	40.0	1425.0	0.0	6.0	0.0	36.0	6.0	33.0	0.0	3534.0	1639.0	637.0	990.0	3812.0
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae	0.0	0.0	0.0	0.0	77.0	1865.0	778.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	240.0	0.0	65.0	0.0	0.0	49.0	69.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.0	11.0	287.0	7.0	0.0	0.0	0.0	0.0	30.0	51.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	30.0	0.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	421.0	567.0	600.0	247.0	0.0	2.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	299.0	0.0	77.0	0.0	0.0	0.0	29.0	0.0	8.0	11.0	222.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	2460.0	10851.0	10861.0	585.0
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae	43.0	0.0	0.0	0.0	120.0	96.0	381.0	0.0	168.0	275.0	220.0	0.0	573.0	75.0	221.0	0.0	107.0	15.0	26.0	0.0	15.0	33.0	38.0	0.0	175.0	96.0	46.0	0.0	87.0	83.0	54.0	0.0	36.0	83.0	10.0	0.0	26.0	279.0	252.0	0.0	202.0	146.0	107.0	63.0	489.0	283.0	246.0	19.0	210.0	140.0	56.0	0.0	146.0	0.0	109.0	0.0	0.0	63.0	34.0	185.0	1205.0	866.0	1353.0	0.0	25.0	0.0	116.0	0.0	22.0	67.0	0.0	0.0	101.0	28.0	226.0	0.0	3.0	12.0	0.0	31.0	249.0	54.0	91.0	0.0	57.0	0.0	25.0	0.0	174.0	58.0	12.0	0.0	458.0	1139.0	559.0	0.0	1147.0	187.0	187.0	0.0	211.0	153.0	66.0	0.0	73.0	284.0	32.0	0.0	67.0	183.0	0.0	0.0	1194.0	891.0	192.0	0.0	222.0	71.0	46.0	0.0	114.0	459.0	142.0	0.0	408.0	332.0	188.0	0.0	46.0	43.0	264.0	0.0	478.0	366.0	241.0	861.0	547.0	68.0	508.0	0.0	50.0	307.0	22.0	0.0	270.0	942.0	256.0	0.0	62.0	431.0	215.0	0.0	206.0	401.0	46.0	305.0	1211.0	282.0	1290.0	0.0	183.0	569.0	236.0	0.0	23.0	20.0	28.0	0.0	1326.0	1204.0	362.0	382.0	314.0	52.0	659.0	12.0	83.0	16.0	95.0	452.0	1888.0	952.0	653.0	0.0	44.0	46.0	163.0	0.0	189.0	471.0	552.0	0.0	181.0	437.0	155.0	0.0	349.0	183.0	282.0	750.0	102.0	47.0	25.0	2.0	23.0	58.0	47.0	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group	341.0	360.0	0.0	0.0	267.0	228.0	478.0	0.0	74.0	88.0	114.0	0.0	303.0	360.0	234.0	0.0	177.0	57.0	296.0	0.0	84.0	25.0	199.0	0.0	0.0	0.0	0.0	0.0	81.0	65.0	0.0	0.0	129.0	123.0	0.0	0.0	7.0	14.0	0.0	0.0	501.0	87.0	224.0	0.0	85.0	199.0	120.0	0.0	81.0	67.0	0.0	0.0	68.0	171.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	266.0	0.0	0.0	157.0	47.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	50.0	112.0	14.0	0.0	0.0	47.0	0.0	0.0	22.0	22.0	84.0	0.0	217.0	248.0	190.0	0.0	282.0	260.0	63.0	0.0	0.0	0.0	0.0	0.0	49.0	83.0	189.0	0.0	1186.0	687.0	15.0	0.0	257.0	236.0	81.0	0.0	217.0	138.0	17.0	0.0	10.0	598.0	12.0	0.0	20.0	401.0	7.0	0.0	508.0	467.0	219.0	0.0	0.0	0.0	0.0	0.0	375.0	599.0	402.0	0.0	429.0	390.0	215.0	0.0	196.0	310.0	385.0	0.0	852.0	0.0	198.0	0.0	0.0	1078.0	0.0	0.0	969.0	319.0	1449.0	0.0	0.0	0.0	0.0	0.0	177.0	24.0	90.0	18.0	0.0	0.0	0.0	0.0	1909.0	1514.0	2092.0	2.0	1244.0	3175.0	814.0	0.0	7.0	97.0	0.0	0.0	51.0	85.0	155.0	25.0	0.0	0.0	0.0	0.0	9411.0	1172.0	123.0	0.0	13.0	128.0	34.0	0.0	186.0	15.0	0.0	3.0
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae	32.0	19.0	41.0	100.0	0.0	0.0	9.0	51.0	38.0	0.0	65.0	462.0	0.0	47.0	0.0	0.0	31.0	66.0	0.0	0.0	47.0	130.0	21.0	0.0	10.0	0.0	0.0	0.0	65.0	1080.0	181.0	0.0	169.0	132.0	33.0	12.0	136.0	728.0	0.0	0.0	75.0	28.0	296.0	0.0	3.0	20.0	18.0	0.0	0.0	0.0	0.0	0.0	140.0	265.0	73.0	0.0	26.0	416.0	388.0	21.0	0.0	0.0	33.0	0.0	175.0	732.0	0.0	174.0	3.0	54.0	0.0	0.0	58.0	154.0	15.0	0.0	155.0	3008.0	262.0	0.0	0.0	0.0	0.0	0.0	28.0	61.0	48.0	0.0	117.0	44.0	582.0	0.0	7.0	0.0	6.0	0.0	0.0	3.0	13.0	14.0	0.0	0.0	0.0	118.0	11.0	33.0	0.0	0.0	0.0	105.0	13.0	0.0	9.0	8.0	13.0	0.0	0.0	20.0	5.0	19.0	0.0	0.0	0.0	1891.0	8.0	113.0	10.0	0.0	82.0	33.0	0.0	0.0	0.0	6.0	40.0	383.0	0.0	0.0	35.0	0.0	0.0	0.0	15.0	0.0	6.0	7.0	0.0	0.0	14.0	6.0	0.0	218.0	0.0	19.0	0.0	0.0	15.0	0.0	7.0	1127.0	6.0	0.0	40.0	0.0	0.0	4.0	15.0	102.0	0.0	3.0	4.0	5.0	23.0	4549.0	6.0	891.0	12.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	552.0	92.0	0.0	928.0	0.0	0.0	11.0	0.0	754.0	138.0	118.0	0.0	0.0	43.0	0.0	0.0	483.0	62.0	59.0	0.0	95.0	79.0	18.0	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Monoglobales;f__Monoglobaceae	342.0	58.0	7.0	0.0	73.0	120.0	95.0	0.0	9.0	351.0	214.0	0.0	100.0	69.0	521.0	0.0	36.0	29.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	39.0	15.0	11.0	0.0	71.0	613.0	436.0	0.0	0.0	54.0	0.0	0.0	70.0	143.0	54.0	0.0	9.0	43.0	0.0	0.0	90.0	0.0	20.0	0.0	44.0	0.0	0.0	0.0	328.0	264.0	347.0	0.0	9.0	14.0	156.0	0.0	0.0	25.0	0.0	0.0	16.0	19.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	23.0	0.0	0.0	239.0	159.0	167.0	0.0	61.0	134.0	112.0	0.0	2151.0	201.0	23.0	0.0	435.0	289.0	36.0	0.0	0.0	0.0	0.0	0.0	155.0	102.0	219.0	0.0	33.0	93.0	0.0	0.0	249.0	570.0	351.0	0.0	33.0	64.0	183.0	0.0	0.0	0.0	0.0	0.0	50.0	205.0	46.0	0.0	143.0	225.0	455.0	0.0	957.0	0.0	9.0	0.0	38.0	49.0	45.0	0.0	109.0	270.0	184.0	0.0	65.0	298.0	40.0	0.0	80.0	42.0	13.0	0.0	0.0	30.0	9.0	0.0	57.0	76.0	301.0	0.0	0.0	0.0	0.0	0.0	906.0	222.0	144.0	31.0	66.0	279.0	83.0	0.0	8.0	4.0	0.0	0.0	51.0	78.0	169.0	0.0	71.0	84.0	115.0	0.0	39.0	9.0	125.0	0.0	118.0	205.0	6.0	0.0	149.0	132.0	53.0	0.0	130.0	49.0	96.0	0.0	336.0	170.0	393.0	0.0
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	43.0	9.0	19.0	0.0	73.0	191.0	164.0	0.0	44.0	128.0	126.0	0.0	0.0	0.0	23.0	0.0	0.0	5.0	6.0	0.0	122.0	290.0	495.0	18.0	1223.0	397.0	225.0	0.0	76.0	0.0	60.0	0.0	86.0	298.0	33.0	0.0	0.0	0.0	0.0	0.0	66.0	178.0	35.0	0.0	183.0	19.0	359.0	0.0	248.0	186.0	340.0	0.0	192.0	10.0	377.0	0.0	166.0	450.0	434.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	222.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	131.0	235.0	70.0	0.0	51.0	12.0	39.0	0.0	0.0	0.0	0.0	0.0	521.0	381.0	224.0	0.0	233.0	28.0	45.0	0.0	345.0	152.0	0.0	0.0	25.0	34.0	43.0	0.0	210.0	19.0	98.0	0.0	0.0	0.0	0.0	0.0	131.0	111.0	151.0	0.0	0.0	34.0	3.0	0.0	26.0	0.0	0.0	0.0	483.0	584.0	289.0	0.0	43.0	19.0	31.0	0.0	69.0	144.0	35.0	0.0	34.0	40.0	0.0	0.0	45.0	45.0	32.0	0.0	25.0	122.0	0.0	0.0	324.0	106.0	435.0	0.0	24.0	113.0	36.0	0.0	157.0	88.0	212.0	0.0	66.0	81.0	82.0	0.0	155.0	231.0	82.0	0.0	15.0	236.0	403.0	0.0	9.0	20.0	11.0	0.0	23.0	87.0	39.0	0.0	102.0	139.0	165.0	0.0	78.0	35.0	30.0	0.0	24.0	20.0	17.0	0.0
d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	0.0	0.0	8.0	0.0	95.0	700.0	0.0	0.0	0.0	0.0	0.0	0.0	124.0	74.0	183.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	7.0	7.0	46.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3669.0	5764.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1307.0	694.0	904.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	59.0	5.0	72.0	0.0	0.0	0.0	0.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	6.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	272.0	176.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	280.0	0.0	0.0	14.0	0.0	19.0	3374.0	0.0	0.0	0.0	0.0	35.0	0.0	102.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	320.0	2050.0	1107.0	1004.0	15716.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2096.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	268.0	96.0	9783.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	104.0	20.0	792.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	19.0	58.0	22.0	34.0	756.0	3.0	1487.0	0.0	0.0	0.0	85.0	0.0	0.0	0.0	0.0	0.0	7.0	39.0	1627.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1214.0	0.0	0.0	0.0	1201.0	27.0	3.0	0.0	81.0
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	708.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1208.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	631.0	0.0	0.0	0.0	230.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	293.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	551.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1050.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1024.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	245.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	571.0	0.0	0.0	0.0	3509.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4041.0	0.0	0.0	0.0	1499.0	0.0	0.0	0.0	119.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	164.0	0.0	0.0	0.0	106.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae	102.0	357.0	567.0	2822.0	35.0	33.0	97.0	0.0	263.0	47.0	481.0	0.0	0.0	78.0	0.0	0.0	278.0	224.0	98.0	0.0	502.0	868.0	787.0	55.0	0.0	0.0	0.0	0.0	0.0	279.0	99.0	0.0	22.0	208.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	20.0	0.0	73.0	148.0	0.0	0.0	0.0	0.0	0.0	162.0	231.0	52.0	25.0	0.0	0.0	76.0	30.0	0.0	0.0	0.0	0.0	0.0	42.0	42.0	31.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	5.0	34.0	0.0	0.0	15.0	31.0	282.0	134.0	97.0	11.0	8.0	0.0	0.0	0.0	0.0	21.0	3.0	101.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	27.0	2346.0	860.0	50.0	63.0	0.0	21.0	13.0	13.0	0.0	85.0	10.0	70.0	0.0	17.0	110.0	56.0	331.0	14.0	0.0	7.0	0.0	12.0	12.0	20.0	2451.0	15.0	4.0	13.0	0.0	179.0	113.0	589.0	666.0	9.0	16.0	340.0	0.0	0.0	578.0	12.0	0.0	75.0	107.0	33.0	1879.0	0.0	10.0	8.0	777.0	24.0	0.0	0.0	0.0	194.0	138.0	132.0	0.0	0.0	0.0	0.0	0.0	133.0	749.0	0.0	0.0	16.0	230.0	52.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	28.0	474.0	115.0	0.0	164.0	257.0	127.0	0.0	85.0	612.0	146.0	0.0	909.0	1622.0	564.0	0.0	884.0	687.0	566.0	0.0	142.0	165.0	403.0	0.0	6.0	0.0	0.0	0.0	34.0	70.0	40.0	0.0	23.0	18.0	52.0	0.0	94.0	327.0	404.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	27.0	0.0	0.0	369.0	0.0	0.0	0.0	526.0	0.0	0.0	184.0	18.0	0.0	0.0	0.0	33.0	0.0	0.0	6.0	0.0	0.0	0.0	1447.0	1108.0	1410.0	0.0	250.0	754.0	89.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	68.0	0.0	48.0	172.0	218.0	0.0	0.0	0.0	0.0	0.0	652.0	0.0	330.0	0.0	9.0	0.0	0.0	0.0	265.0	216.0	264.0	0.0	533.0	1243.0	73.0	0.0	0.0	0.0	0.0	0.0	128.0	448.0	64.0	0.0	634.0	142.0	1079.0	0.0	151.0	15.0	394.0	0.0	19.0	12.0	22.0	0.0	59.0	0.0	14.0	0.0	4.0	35.0	68.0	3.0	21.0	41.0	0.0	0.0	13.0	0.0	0.0	0.0	106.0	0.0	13.0	0.0	133.0	242.0	32.0	0.0	4.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	141.0	126.0	166.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	36.0	61.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	123.0	135.0	0.0	296.0	388.0	8.0	3.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Christensenellaceae	0.0	73.0	0.0	0.0	337.0	1669.0	384.0	0.0	454.0	3183.0	949.0	0.0	21.0	92.0	7.0	0.0	211.0	20.0	161.0	0.0	6.0	27.0	167.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	957.0	280.0	646.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	273.0	0.0	0.0	7.0	0.0	7.0	0.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.0	70.0	14.0	0.0	29.0	219.0	58.0	0.0	72.0	93.0	15.0	0.0	4.0	0.0	0.0	0.0	0.0	22.0	18.0	0.0	0.0	0.0	0.0	0.0	173.0	500.0	33.0	0.0	7.0	0.0	0.0	0.0	9.0	49.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	158.0	48.0	172.0	0.0	0.0	3.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	106.0	46.0	0.0	13.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	221.0	198.0	64.0	0.0	76.0	40.0	31.0	0.0	12.0	13.0	4.0	3.0
