# Constructed from biom file
#OTU ID	R001_14d	R001_30d	R001_7d	R001_before	R002_14d	R002_30d	R002_7d	R002_before	R003_14d	R003_30d	R003_7d	R003_before	R004_14d	R004_30d	R004_7d	R004_before	R005_14d	R005_30d	R005_7d	R005_before	R006_14d	R006_30d	R006_7d	R006_before	R008_14d	R008_30d	R008_7d	R008_before	R009_14d	R009_30d	R009_7d	R009_before	R010_14d	R010_30d	R010_7d	R010_before	R011_14d	R011_30d	R011_7d	R011_before	R012_14d	R012_30d	R012_7d	R012_before	R013_14d	R013_30d	R013_7d	R013_before	R014_14d	R014_30d	R014_7d	R014_before	R015_14d	R015_30d	R015_7d	R015_before	R016_14d	R016_30d	R016_7d	R016_before	R017_14d	R017_30d	R017_7d	R017_before	R018_14d	R018_30d	R018_7d	R018_before	R019_14d	R019_30d	R019_7d	R019_before	R020_14d	R020_30d	R020_7d	R020_before	R021_14d	R021_30d	R021_7d	R021_before	R022_14d	R022_30d	R022_7d	R022_before	R023_14d	R023_30d	R023_7d	R023_before	R024_14d	R024_30d	R024_7d	R024_before	R025_14d	R025_30d	R025_7d	R025_before	R026_14d	R026_30d	R026_7d	R026_before	R027_14d	R027_30d	R027_7d	R027_before	R028_14d	R028_30d	R028_7d	R028_before	R030_14d	R030_30d	R030_7d	R030_before	R032_14d	R032_30d	R032_7d	R032_before	R033_14d	R033_30d	R033_7d	R033_before	R034_14d	R034_30d	R034_7d	R034_before	R035_14d	R035_30d	R035_7d	R035_before	R036_14d	R036_30d	R036_7d	R036_before	R037_14d	R037_30d	R037_7d	R037_before	R038_14d	R038_30d	R038_7d	R038_before	R041_14d	R041_30d	R041_7d	R041_before	R042_14d	R042_30d	R042_7d	R042_before	R043_14d	R043_30d	R043_7d	R043_before	R044_14d	R044_30d	R044_7d	R044_before	R045_14d	R045_30d	R045_7d	R045_before	R047_14d	R047_30d	R047_7d	R047_before	R048_14d	R048_30d	R048_7d	R048_before	R051_14d	R051_30d	R051_7d	R051_before	R053_14d	R053_30d	R053_7d	R053_before	R054_14d	R054_30d	R054_7d	R054_before	R055_14d	R055_30d	R055_7d	R055_before	R056_14d	R056_30d	R056_7d	R056_before	R057_14d	R057_30d	R057_7d	R057_before	R058_14d	R058_30d	R058_7d	R058_before	R059_14d	R059_30d	R059_7d	R059_before	R062_14d	R062_30d	R062_7d	R062_before	R063_14d	R063_30d	R063_7d	R063_before
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae	0.0	0.0	0.0	0.0	68.0	38.0	214.0	0.0	278.0	169.0	471.0	0.0	23.0	0.0	23.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	110.0	12.0	0.0	413.0	493.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	40.0	136.0	46.0	0.0	18.0	16.0	0.0	0.0	70.0	0.0	105.0	0.0	0.0	0.0	0.0	0.0	15.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	83.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	6.0	0.0	336.0	81.0	0.0	0.0	22.0	93.0	38.0	0.0	571.0	95.0	20.0	0.0	15.0	34.0	10.0	0.0	10.0	0.0	0.0	0.0	18.0	31.0	72.0	0.0	49.0	84.0	10.0	0.0	256.0	536.0	238.0	0.0	8.0	445.0	227.0	0.0	12.0	23.0	27.0	0.0	74.0	130.0	31.0	0.0	30.0	39.0	71.0	0.0	274.0	0.0	6.0	0.0	15.0	7.0	86.0	0.0	35.0	27.0	0.0	0.0	85.0	200.0	44.0	0.0	133.0	79.0	116.0	0.0	47.0	27.0	128.0	0.0	55.0	104.0	186.0	0.0	20.0	0.0	5.0	0.0	101.0	113.0	171.0	0.0	398.0	390.0	44.0	0.0	102.0	103.0	185.0	2.0	264.0	207.0	180.0	0.0	0.0	0.0	0.0	0.0	18.0	14.0	154.0	0.0	76.0	85.0	66.0	0.0	195.0	74.0	104.0	0.0	977.0	230.0	260.0	0.0	67.0	90.0	74.0	0.0
d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae	195.0	658.0	210.0	266.0	62.0	0.0	0.0	24.0	37.0	0.0	105.0	0.0	0.0	70.0	64.0	0.0	26.0	0.0	3.0	0.0	41.0	195.0	114.0	354.0	0.0	0.0	0.0	0.0	11.0	116.0	94.0	0.0	79.0	36.0	34.0	0.0	192.0	231.0	134.0	0.0	29.0	15.0	68.0	0.0	0.0	0.0	0.0	0.0	53.0	40.0	0.0	39.0	20.0	28.0	0.0	0.0	0.0	29.0	35.0	591.0	0.0	0.0	2.0	0.0	552.0	248.0	69.0	0.0	0.0	184.0	12.0	0.0	98.0	46.0	7.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	13.0	0.0	0.0	0.0	5.0	40.0	0.0	0.0	350.0	755.0	190.0	201.0	103.0	388.0	185.0	88.0	20.0	18.0	0.0	0.0	63.0	59.0	6.0	0.0	0.0	0.0	14.0	0.0	4.0	0.0	39.0	75.0	8.0	105.0	51.0	0.0	11.0	413.0	93.0	0.0	6.0	189.0	63.0	0.0	39.0	22.0	84.0	1859.0	160.0	0.0	685.0	0.0	0.0	3.0	7.0	0.0	17.0	0.0	27.0	0.0	10.0	52.0	56.0	692.0	33.0	0.0	6.0	0.0	0.0	0.0	4.0	13.0	11.0	4.0	12.0	0.0	45.0	13.0	184.0	0.0	0.0	7.0	5.0	0.0	14.0	338.0	16.0	34.0	18.0	32.0	20.0	0.0	15.0	10.0	13.0	0.0	29.0	78.0	57.0	154.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	45.0	59.0	12.0	12.0	76.0	99.0	0.0	0.0	41.0	0.0	0.0	125.0
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae	0.0	0.0	0.0	0.0	826.0	67.0	993.0	0.0	0.0	0.0	0.0	0.0	180.0	0.0	705.0	0.0	0.0	0.0	56.0	0.0	72.0	70.0	0.0	0.0	395.0	6.0	28.0	0.0	8.0	6.0	0.0	0.0	54.0	0.0	0.0	0.0	10.0	0.0	25.0	0.0	319.0	218.0	171.0	126.0	88.0	8.0	1285.0	16.0	28.0	0.0	23.0	0.0	6.0	0.0	4.0	0.0	79.0	437.0	56.0	0.0	32.0	60.0	126.0	0.0	25.0	9.0	113.0	0.0	48.0	309.0	56.0	0.0	17.0	0.0	16.0	0.0	0.0	9.0	99.0	17.0	57.0	68.0	21.0	0.0	31.0	95.0	7.0	0.0	100.0	150.0	37.0	5.0	161.0	52.0	88.0	0.0	15.0	130.0	66.0	27.0	203.0	56.0	19.0	0.0	197.0	435.0	118.0	26.0	29.0	26.0	32.0	0.0	305.0	116.0	0.0	0.0	5.0	43.0	84.0	0.0	4.0	44.0	90.0	0.0	145.0	247.0	231.0	0.0	56.0	92.0	379.0	0.0	74.0	88.0	60.0	0.0	228.0	94.0	109.0	24.0	202.0	215.0	426.0	0.0	31.0	10.0	5.0	0.0	13.0	92.0	95.0	0.0	255.0	541.0	24.0	368.0	447.0	21.0	955.0	0.0	25.0	0.0	27.0	0.0	529.0	218.0	604.0	0.0	16.0	0.0	25.0	103.0	75.0	4.0	95.0	0.0	405.0	420.0	445.0	5.0	685.0	153.0	37.0	0.0	0.0	273.0	0.0	0.0	4.0	12.0	13.0	0.0	31.0	219.0	0.0	0.0	8.0	37.0	0.0	145.0	4.0	8.0	0.0	0.0	179.0	36.0	11.0	11.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae	97.0	130.0	229.0	0.0	16.0	52.0	38.0	0.0	0.0	0.0	0.0	0.0	38.0	206.0	0.0	0.0	100.0	204.0	98.0	0.0	31.0	41.0	31.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	7.0	0.0	3.0	86.0	0.0	0.0	0.0	20.0	10.0	0.0	202.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	26.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	7.0	0.0	0.0	87.0	181.0	651.0	0.0	15.0	9.0	78.0	0.0	0.0	0.0	0.0	0.0	165.0	0.0	57.0	0.0	124.0	0.0	6885.0	0.0	197.0	65.0	30.0	0.0	6.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	21.0	0.0	23.0	0.0	781.0	240.0	1327.0	0.0	217.0	60.0	327.0	0.0	204.0	9.0	1200.0	0.0	40.0	129.0	122.0	0.0	155.0	103.0	9.0	0.0	712.0	0.0	11.0	0.0	99.0	0.0	227.0	0.0	42.0	48.0	82.0	0.0	7.0	10.0	28.0	0.0	14.0	15.0	8.0	0.0	24.0	52.0	96.0	0.0	32.0	34.0	13.0	0.0	4443.0	85.0	4.0	0.0	25.0	14.0	24.0	0.0	0.0	0.0	0.0	0.0	23.0	78.0	6.0	0.0	162.0	610.0	210.0	0.0	225.0	82.0	71.0	0.0
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	176.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	328.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	64.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8606.0	149.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	15.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	279.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	125.0	1924.0	310.0	0.0	255.0	119.0	112.0	0.0	1013.0	1339.0	2323.0	0.0	74.0	931.0	166.0	0.0	352.0	344.0	321.0	0.0	496.0	724.0	240.0	13.0	18.0	0.0	0.0	0.0	46.0	314.0	334.0	0.0	612.0	690.0	269.0	0.0	18.0	0.0	27.0	0.0	608.0	251.0	333.0	0.0	193.0	129.0	217.0	0.0	153.0	77.0	7.0	0.0	323.0	102.0	81.0	0.0	0.0	0.0	280.0	0.0	38.0	102.0	185.0	0.0	0.0	0.0	57.0	0.0	0.0	768.0	0.0	0.0	235.0	105.0	4.0	0.0	119.0	260.0	0.0	0.0	0.0	0.0	0.0	0.0	188.0	468.0	200.0	0.0	236.0	181.0	32.0	0.0	133.0	168.0	129.0	0.0	214.0	424.0	685.0	0.0	685.0	362.0	251.0	0.0	124.0	231.0	0.0	0.0	3071.0	378.0	404.0	0.0	261.0	302.0	214.0	0.0	322.0	456.0	107.0	0.0	52.0	455.0	96.0	0.0	28.0	459.0	254.0	0.0	36.0	223.0	16.0	0.0	468.0	508.0	662.0	0.0	82.0	0.0	0.0	0.0	1518.0	693.0	1193.0	0.0	817.0	111.0	93.0	0.0	503.0	873.0	950.0	0.0	93.0	546.0	33.0	0.0	870.0	42.0	554.0	0.0	993.0	184.0	498.0	0.0	96.0	225.0	372.0	0.0	181.0	137.0	266.0	33.0	15.0	24.0	36.0	0.0	785.0	718.0	808.0	0.0	384.0	162.0	58.0	0.0	238.0	18.0	0.0	0.0	205.0	450.0	269.0	0.0	86.0	116.0	100.0	0.0	163.0	419.0	48.0	0.0	732.0	648.0	780.0	0.0	243.0	67.0	25.0	11.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae	267.0	1557.0	818.0	0.0	840.0	1346.0	488.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	748.0	1944.0	943.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	64.0	116.0	22.0	0.0
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae	0.0	5.0	0.0	0.0	15.0	0.0	7.0	0.0	25.0	10.0	0.0	0.0	6.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	16.0	24.0	0.0	0.0	88.0	0.0	0.0	0.0	30.0	4.0	36.0	0.0	0.0	16.0	5.0	0.0	21.0	55.0	0.0	0.0	12.0	14.0	0.0	0.0	53.0	47.0	57.0	0.0	35.0	33.0	36.0	0.0	22.0	0.0	8.0	0.0	0.0	0.0	0.0	36.0	64.0	29.0	179.0	0.0	12.0	0.0	146.0	0.0	0.0	55.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	33.0	0.0	5.0	20.0	0.0	0.0	0.0	16.0	31.0	0.0	84.0	21.0	7.0	0.0	0.0	0.0	12.0	0.0	48.0	58.0	36.0	0.0	62.0	24.0	8.0	0.0	559.0	6.0	64.0	0.0	10.0	0.0	0.0	0.0	28.0	6.0	3.0	0.0	0.0	9.0	18.0	0.0	99.0	65.0	20.0	0.0	7.0	14.0	36.0	0.0	113.0	55.0	15.0	0.0	60.0	0.0	0.0	0.0	58.0	71.0	69.0	0.0	23.0	16.0	15.0	0.0	18.0	17.0	30.0	0.0	13.0	10.0	9.0	0.0	15.0	14.0	36.0	0.0	231.0	74.0	96.0	0.0	5.0	0.0	0.0	0.0	16.0	12.0	13.0	0.0	44.0	33.0	69.0	0.0	5.0	12.0	31.0	0.0	77.0	115.0	94.0	0.0	0.0	0.0	14.0	0.0	5.0	0.0	5.0	0.0	0.0	15.0	11.0	0.0	33.0	76.0	63.0	0.0	11.0	9.0	8.0	0.0	14.0	34.0	0.0	0.0
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0	0.0	217.0	0.0	18.0	124.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	233.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	187.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	290.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	5.0	6.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	12.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	267.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	5.0	369.0	1388.0	1233.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	188.0	0.0	0.0	0.0	0.0	0.0	0.0	536.0	0.0	0.0	0.0	0.0	108.0	0.0	0.0	0.0	161.0	0.0	0.0	0.0	102.0	0.0	0.0	0.0	312.0	0.0	0.0	105.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriales_Incertae_Sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	271.0	98.0	78.0	0.0	45.0	50.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	168.0	106.0	0.0	225.0	389.0	235.0	0.0	119.0	306.0	166.0	0.0	102.0	41.0	80.0	0.0	0.0	84.0	30.0	0.0	21.0	0.0	12.0	0.0	29.0	4.0	0.0	0.0	27.0	23.0	17.0	0.0	0.0	0.0	0.0	0.0	11.0	15.0	9.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	10.0	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Family_XI	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	632.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.0	290.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1813.0	45.0	62.0	0.0	153.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	1028.0	0.0	0.0	0.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae	3.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	42.0	0.0	121.0	0.0	74.0	19.0	110.0	0.0	0.0	0.0	197.0	0.0	0.0	75.0	9.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	18.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	43.0	53.0	0.0	14.0	37.0	33.0	0.0	73.0	167.0	47.0	5.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	63.0	27.0	91.0	0.0	27.0	24.0	115.0	0.0	7.0	308.0	39.0	0.0	53.0	0.0	62.0	0.0	30.0	36.0	49.0	0.0	33.0	5.0	16.0	0.0	13.0	123.0	42.0	0.0	20.0	42.0	2.0	0.0	61.0	56.0	123.0	0.0	33.0	28.0	94.0	0.0	50.0	16.0	7.0	0.0	0.0	0.0	0.0	0.0	636.0	38.0	125.0	0.0	148.0	64.0	0.0	0.0	58.0	32.0	16.0	0.0	103.0	30.0	106.0	0.0	299.0	117.0	6.0	0.0	0.0	51.0	0.0	0.0	225.0	257.0	196.0	0.0	0.0	0.0	0.0	0.0	274.0	354.0	420.0	0.0	127.0	80.0	25.0	0.0	93.0	105.0	157.0	0.0	34.0	16.0	0.0	0.0	0.0	35.0	0.0	0.0	44.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	48.0	27.0	19.0	17.0	0.0	0.0	0.0	0.0	15.0	66.0	29.0	0.0	41.0	28.0	0.0	0.0	15.0	0.0	0.0	0.0	111.0	117.0	81.0	0.0	0.0	0.0	0.0	0.0	39.0	86.0	6.0	0.0	7.0	15.0	5.0	0.0	7.0	0.0	28.0	0.0
d__Bacteria;p__Bacillota;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	526.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1766.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae	0.0	0.0	0.0	0.0	73.0	97.0	23.0	0.0	0.0	0.0	0.0	0.0	64.0	47.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	47.0	298.0	0.0	7.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	23.0	35.0	0.0	0.0	0.0	0.0	0.0	20.0	18.0	12.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	33.0	24.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	193.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	345.0	450.0	146.0	0.0	13.0	0.0	10.0	0.0	8.0	13.0	11.0	0.0	0.0	15.0	0.0	0.0	10.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	102.0	13.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
