# Constructed from biom file
#OTU ID	R001_14d	R001_30d	R001_7d	R001_before	R002_14d	R002_30d	R002_7d	R002_before	R003_14d	R003_30d	R003_7d	R003_before	R004_14d	R004_30d	R004_7d	R004_before	R005_14d	R005_30d	R005_7d	R005_before	R006_14d	R006_30d	R006_7d	R006_before	R008_14d	R008_30d	R008_7d	R008_before	R009_14d	R009_30d	R009_7d	R009_before	R010_14d	R010_30d	R010_7d	R010_before	R011_14d	R011_30d	R011_7d	R011_before	R012_14d	R012_30d	R012_7d	R012_before	R013_14d	R013_30d	R013_7d	R013_before	R014_14d	R014_30d	R014_7d	R014_before	R015_14d	R015_30d	R015_7d	R015_before	R016_14d	R016_30d	R016_7d	R016_before	R017_14d	R017_30d	R017_7d	R017_before	R018_14d	R018_30d	R018_7d	R018_before	R019_14d	R019_30d	R019_7d	R019_before	R020_14d	R020_30d	R020_7d	R020_before	R021_14d	R021_30d	R021_7d	R021_before	R022_14d	R022_30d	R022_7d	R022_before	R023_14d	R023_30d	R023_7d	R023_before	R024_14d	R024_30d	R024_7d	R024_before	R025_14d	R025_30d	R025_7d	R025_before	R026_14d	R026_30d	R026_7d	R026_before	R027_14d	R027_30d	R027_7d	R027_before	R028_14d	R028_30d	R028_7d	R028_before	R030_14d	R030_30d	R030_7d	R030_before	R032_14d	R032_30d	R032_7d	R032_before	R033_14d	R033_30d	R033_7d	R033_before	R034_14d	R034_30d	R034_7d	R034_before	R035_14d	R035_30d	R035_7d	R035_before	R036_14d	R036_30d	R036_7d	R036_before	R037_14d	R037_30d	R037_7d	R037_before	R038_14d	R038_30d	R038_7d	R038_before	R041_14d	R041_30d	R041_7d	R041_before	R042_14d	R042_30d	R042_7d	R042_before	R043_14d	R043_30d	R043_7d	R043_before	R044_14d	R044_30d	R044_7d	R044_before	R045_14d	R045_30d	R045_7d	R045_before	R047_14d	R047_30d	R047_7d	R047_before	R048_14d	R048_30d	R048_7d	R048_before	R051_14d	R051_30d	R051_7d	R051_before	R053_14d	R053_30d	R053_7d	R053_before	R054_14d	R054_30d	R054_7d	R054_before	R055_14d	R055_30d	R055_7d	R055_before	R056_14d	R056_30d	R056_7d	R056_before	R057_14d	R057_30d	R057_7d	R057_before	R058_14d	R058_30d	R058_7d	R058_before	R059_14d	R059_30d	R059_7d	R059_before	R062_14d	R062_30d	R062_7d	R062_before	R063_14d	R063_30d	R063_7d	R063_before
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lapidilactobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	451.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.0	0.0	0.0	0.0	0.0	89.0	0.0	126.0	5521.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1084.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002	11.0	1907.0	54.0	0.0	133.0	84.0	48.0	0.0	739.0	1147.0	1488.0	0.0	38.0	613.0	60.0	0.0	130.0	260.0	211.0	0.0	0.0	89.0	19.0	0.0	0.0	0.0	0.0	0.0	26.0	47.0	93.0	0.0	105.0	389.0	145.0	0.0	0.0	0.0	16.0	0.0	104.0	143.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.0	167.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	7.0	92.0	228.0	0.0	232.0	75.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	149.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1009.0	236.0	666.0	0.0	325.0	17.0	23.0	0.0	230.0	254.0	559.0	0.0	0.0	31.0	0.0	0.0	47.0	0.0	20.0	0.0	712.0	118.0	338.0	0.0	45.0	14.0	72.0	0.0	55.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	500.0	370.0	418.0	0.0	88.0	112.0	17.0	0.0	16.0	0.0	0.0	0.0	57.0	111.0	62.0	0.0	9.0	62.0	16.0	0.0	59.0	96.0	11.0	0.0	541.0	175.0	575.0	0.0	35.0	0.0	0.0	11.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus	0.0	0.0	0.0	0.0	235.0	599.0	595.0	0.0	106.0	430.0	98.0	0.0	0.0	0.0	6.0	0.0	153.0	178.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	75.0	14.0	0.0	148.0	179.0	0.0	0.0	0.0	0.0	13.0	0.0	479.0	487.0	447.0	0.0	118.0	786.0	88.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	32.0	0.0	128.0	9.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	378.0	514.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103.0	8.0	0.0	164.0	273.0	519.0	0.0	106.0	464.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	0.0	147.0	161.0	8.0	0.0	0.0	0.0	0.0	0.0	14.0	25.0	33.0	0.0	36.0	178.0	450.0	0.0	0.0	57.0	0.0	0.0	0.0	194.0	0.0	0.0	0.0	0.0	0.0	0.0	535.0	230.0	358.0	0.0	234.0	151.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	99.0	12.0	202.0	0.0	0.0	0.0	0.0	0.0	29.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	85.0	59.0	209.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	33.0	7.0	0.0	145.0	132.0	95.0	0.0	0.0	55.0	0.0	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	38.0	59.0	0.0	0.0	0.0	0.0	0.0	28.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	82.0	123.0	0.0	0.0	0.0	57.0	0.0	0.0	3.0	0.0	0.0	15.0	0.0	0.0	0.0	45.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	58.0	117.0	0.0	63.0	63.0	113.0	0.0	229.0	149.0	112.0	0.0	0.0	0.0	0.0	0.0	101.0	0.0	71.0	0.0	153.0	128.0	0.0	0.0	125.0	66.0	47.0	0.0	13.0	94.0	42.0	0.0	0.0	0.0	0.0	0.0	36.0	78.0	0.0	0.0	148.0	332.0	169.0	0.0	0.0	0.0	0.0	0.0	149.0	145.0	347.0	0.0	184.0	81.0	37.0	0.0	153.0	202.0	193.0	0.0	65.0	111.0	0.0	0.0	293.0	36.0	139.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	123.0	118.0	150.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	88.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	61.0	31.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster	292.0	53.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.0	0.0	19.0	0.0	0.0	0.0	5.0	0.0	0.0	42.0	0.0	0.0	0.0	98.0	117.0	12.0	0.0	27.0	115.0	42.0	0.0	56.0	47.0	0.0	0.0	187.0	124.0	696.0	0.0	22.0	0.0	52.0	0.0	16.0	16.0	56.0	0.0	47.0	10.0	8.0	0.0	15.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	51.0	0.0	109.0	901.0	85.0	0.0	5.0	77.0	0.0	0.0	17.0	0.0	0.0	0.0	308.0	419.0	269.0	0.0	42.0	54.0	107.0	0.0	0.0	81.0	23.0	0.0	44.0	114.0	0.0	0.0	0.0	0.0	0.0	0.0	205.0	0.0	0.0	0.0	43.0	80.0	42.0	0.0	0.0	0.0	0.0	0.0	38.0	45.0	341.0	0.0	0.0	0.0	27.0	0.0	84.0	118.0	50.0	0.0	0.0	0.0	0.0	0.0	15.0	94.0	42.0	0.0	37.0	86.0	0.0	0.0	71.0	124.0	168.0	0.0	61.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	15.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	6.0	10.0	6.0	0.0	0.0	0.0	23.0	23.0	0.0	111.0	5.0	0.0	28.0	26.0	0.0	0.0	25.0	0.0	11.0	0.0	209.0	66.0	854.0	0.0	0.0	0.0	7.0	0.0	22.0	0.0	12.0	0.0	0.0	38.0	0.0	603.0	59.0	13.0	8.0	0.0	0.0	0.0	6.0	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK4A214_group	33.0	0.0	247.0	0.0	28.0	0.0	16.0	0.0	140.0	115.0	149.0	0.0	27.0	41.0	47.0	0.0	0.0	3.0	47.0	0.0	415.0	366.0	78.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	378.0	198.0	40.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	14.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	238.0	0.0	0.0	46.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	184.0	22.0	0.0	0.0	0.0	0.0	0.0	50.0	92.0	12.0	0.0	116.0	102.0	162.0	0.0	216.0	96.0	47.0	0.0	0.0	0.0	0.0	0.0	2697.0	0.0	235.0	0.0	65.0	141.0	3.0	0.0	100.0	351.0	60.0	0.0	10.0	23.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	146.0	210.0	118.0	0.0	128.0	13.0	20.0	0.0	69.0	191.0	76.0	0.0	13.0	47.0	33.0	0.0	118.0	6.0	230.0	0.0	211.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	41.0	0.0	0.0	0.0	0.0	0.0	139.0	230.0	384.0	0.0	296.0	50.0	41.0	0.0	0.0	0.0	0.0	0.0	21.0	6.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	5.0	0.0	134.0	50.0	170.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter	0.0	0.0	0.0	0.0	54.0	0.0	24.0	0.0	54.0	9.0	440.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	14.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	61.0	179.0	0.0	76.0	76.0	82.0	0.0	0.0	0.0	11.0	0.0	70.0	27.0	137.0	0.0	0.0	6.0	12.0	0.0	35.0	18.0	7.0	0.0	31.0	77.0	24.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	102.0	0.0	0.0	48.0	18.0	4.0	0.0	69.0	147.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	70.0	24.0	0.0	0.0	16.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	67.0	34.0	0.0	0.0	0.0	21.0	0.0	36.0	15.0	0.0	0.0	107.0	51.0	46.0	0.0	10.0	4.0	32.0	0.0	34.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	219.0	74.0	0.0	0.0	24.0	2.0	0.0	50.0	65.0	57.0	0.0	0.0	0.0	0.0	0.0	31.0	14.0	18.0	0.0	65.0	0.0	13.0	0.0	10.0	55.0	33.0	0.0	2.0	97.0	0.0	0.0	133.0	0.0	62.0	0.0	62.0	5.0	80.0	0.0	14.0	48.0	218.0	0.0	3.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	124.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	152.0	0.0	0.0	0.0	43.0	209.0	66.0	0.0	33.0	11.0	20.0	0.0	0.0	27.0	0.0	0.0	15.0	186.0	4.0	0.0	63.0	25.0	7.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Incertae_Sedis	267.0	1557.0	818.0	0.0	840.0	1346.0	488.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	748.0	1944.0	943.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	64.0	116.0	22.0	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Terrisporobacter	0.0	0.0	0.0	0.0	78.0	61.0	113.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	169.0	0.0	0.0	0.0	0.0	0.0	52.0	58.0	16.0	0.0	0.0	0.0	0.0	309.0	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0	86.0	47.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	324.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	533.0	143.0	26.0	64.0	73.0	0.0	61.0	0.0	0.0	742.0	74.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	17.0	265.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	179.0	115.0	0.0	20.0	0.0	60.0	0.0	0.0	13.0	0.0	0.0	55.0	28.0	22.0	0.0	10.0	371.0	0.0	0.0	0.0	10.0	210.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	43.0	137.0	71.0	0.0	10.0	0.0	228.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	9.0	0.0	23.0	0.0
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	7.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	19.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	43.0	0.0	34.0	86.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	10.0	0.0	80.0	0.0	3053.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	143.0	34.0	21.0	34.0	11.0	6.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	138.0	25.0	0.0	6.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	4.0	0.0	25.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	18.0	0.0	0.0	0.0	16.0	190.0	62.0	0.0	20.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	34.0	58.0	0.0	9.0	22.0	48.0	0.0	118.0	17.0	0.0	0.0	227.0	0.0	57.0	0.0	0.0	0.0	239.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	138.0	0.0	0.0	0.0	21.0	0.0	0.0	5.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	17.0	28.0	0.0	41.0	92.0	28.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	15.0	0.0	88.0	208.0	0.0	0.0	94.0	211.0	31.0	0.0	21.0	0.0	179.0	0.0	35.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	105.0	87.0	0.0	0.0	52.0	6.0	0.0	22.0	20.0	70.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	10.0	87.0	43.0	0.0	13.0	164.0	0.0	0.0	216.0	0.0	86.0	0.0	0.0	0.0	16.0	0.0	7.0	126.0	43.0	0.0	0.0	0.0	11.0	20.0	15.0	24.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	15.0	22.0	23.0	0.0	44.0	43.0	64.0	0.0	10.0	44.0	0.0	0.0	15.0	33.0	0.0	0.0	16.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Anaeroglobus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	0.0	228.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1580.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3138.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	572.0	0.0	859.0	166.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Cellulosilyticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3780.0	8.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	50.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	841.0	433.0	42.0	0.0	0.0	0.0	0.0	0.0	731.0	0.0	154.0	0.0	0.0	9.0	0.0	0.0	81.0	52.0	28.0	0.0	0.0	0.0	0.0	0.0	638.0	528.0	622.0	0.0	13.0	48.0	15.0	0.0	327.0	23.0	126.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	15.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
